bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
2.5,4,3,20140923T000000,2,9,3578600141,47.7407,-122.226,550000,2470,0,2470,2580,7539,7539,0,0,2006,0,98028
2.5,4,3,20150309T000000,2,8,0053500450,47.343,-122.056,311850,1890,0,1890,2720,4158,4549,0,0,2014,0,98042
2.5,3,3,20150210T000000,2.5,8,1934800180,47.6031,-122.309,526000,1419,207,1626,1400,1583,1583,0,0,2007,0,98122
2.5,4,3,20141001T000000,2,8,3023000210,47.356,-122.057,375000,2250,0,2250,2250,5306,5306,0,0,2012,0,98038
2.25,3,3,20150223T000000,2,7,1773100967,47.5565,-122.363,299999,1160,190,1350,1420,1234,1234,0,0,2007,0,98106
2.5,3,3,20140919T000000,2,8,2767704777,47.6719,-122.374,436000,1200,260,1460,1280,1238,1257,0,0,2008,0,98107
2.5,3,3,20141212T000000,2,7,1085621960,47.338,-122.181,303000,2056,0,2056,2056,3564,3577,0,0,2014,0,98092
2.5,2,3,20140701T000000,2,8,2771602174,47.6384,-122.373,525000,1040,120,1160,1650,1458,2311,0,0,2012,0,98119
3,3,3,20140613T000000,2,8,6762700452,47.6295,-122.32,575000,1144,240,1384,1570,1287,1288,0,0,2006,0,98102
1.5,2,3,20141024T000000,3,8,5695000142,47.6584,-122.35,420000,1100,0,1100,1110,1107,2750,0,0,2008,0,98103
2.5,3,3,20140611T000000,2,8,9578140180,47.297,-122.351,329950,2456,0,2456,2478,7566,7212,0,0,2012,0,98023
4.25,4,3,20141021T000000,2,11,2124069115,47.559,-122.045,1.83e+006,2630,1870,4500,3030,215186,25447,3,0,2009,0,98029
3.25,4,3,20150408T000000,1,11,3864000120,47.5508,-122.192,1.175e+006,2240,1540,3780,3120,10099,10669,1,0,2006,0,98006
2.5,2,3,20140911T000000,2,8,2768200212,47.6689,-122.363,499950,990,330,1320,1550,1157,1519,0,0,2014,0,98107
3,4,3,20140527T000000,2,11,7852070210,47.5443,-121.87,1.149e+006,4950,990,5940,4240,11533,12813,4,0,2004,0,98065
2,3,3,20150218T000000,1.5,7,7853361210,47.515,-121.874,400000,1650,0,1650,2430,5027,6000,0,0,2009,0,98065
3,3,3,20140627T000000,1,7,8141310040,47.1948,-121.975,246950,1670,0,1670,1670,4440,4622,0,0,2014,0,98022
3.25,3,3,20140806T000000,2,8,6852700097,47.6236,-122.318,630000,1220,390,1610,1750,1275,3000,0,0,2005,0,98102
2.75,5,3,20140912T000000,2,9,7708210040,47.4893,-122.146,561000,3370,0,3370,3010,10315,8296,0,0,2006,0,98059
2.5,4,3,20141208T000000,2,7,0053500760,47.3414,-122.055,287000,2660,0,2660,2390,4082,4876,0,0,2010,0,98042
3.25,3,3,20150331T000000,2,8,3528900771,47.6397,-122.345,600000,1380,310,1690,1670,1473,2594,0,0,2008,0,98109
2.25,3,3,20140828T000000,3,8,9126100813,47.6051,-122.304,490000,1620,0,1620,1560,1062,1728,0,0,2014,0,98122
1.75,3,3,20150330T000000,2,7,3679400503,47.5677,-122.314,330000,840,460,1300,1340,958,1254,0,0,2011,0,98108
2.5,4,3,20141201T000000,2,7,1760650210,47.3603,-122.081,286950,1610,0,1610,2110,4052,4034,0,0,2013,0,98042
3.25,3,3,20150423T000000,2,9,2652501565,47.641,-122.357,1.55e+006,2660,870,3530,1900,4920,4200,0,0,2015,0,98109
2.5,4,3,20150212T000000,2,10,1237500577,47.6776,-122.161,880000,3550,0,3550,1310,8618,9746,0,0,2007,0,98052
3,3,3,20141013T000000,3,8,6382500084,47.6944,-122.377,577450,1730,0,1730,1830,1755,1804,0,0,2014,0,98117
2.75,5,3,20150430T000000,2,8,3023000410,47.355,-122.057,405000,2400,0,2400,2110,4900,5696,0,0,2011,0,98038
2.5,3,3,20140707T000000,3,8,2767601752,47.674,-122.387,510000,1420,0,1420,1510,1237,2501,0,0,2014,0,98107
1.5,2,3,20140812T000000,2.5,8,2771604196,47.6374,-122.388,465000,1110,110,1220,2010,1120,3175,0,0,2008,0,98199
2.25,4,3,20140707T000000,2,9,1778500620,47.6198,-122.289,1.3e+006,2360,0,2360,3040,4000,4400,0,0,2013,0,98112
3.5,4,3,20150408T000000,2,9,1823059241,47.488,-122.225,609000,2930,1060,3990,1980,11270,11328,3,0,2007,0,98055
2.5,3,3,20140911T000000,3,8,9267200062,47.6969,-122.343,336000,1260,0,1260,1270,1211,1211,0,0,2004,0,98103
2.5,3,3,20150108T000000,2,8,3278606110,47.5455,-122.368,375000,1580,0,1580,1580,2407,2212,0,0,2013,0,98126
2.5,3,3,20141204T000000,2,7,1657530180,47.4903,-122.166,294500,1760,0,1760,1760,2688,2329,0,0,2005,0,98059
3.5,5,3,20141125T000000,2,9,2754700035,47.6799,-122.304,925000,2520,900,3420,1420,4216,4500,0,0,2008,0,98115
2.75,5,3,20141215T000000,2,9,2568200120,47.7075,-122.102,730000,2870,0,2870,3150,6593,6593,0,0,2006,0,98052
2.5,4,3,20140919T000000,2,8,6601200040,47.2602,-122.252,280000,1934,0,1934,1919,5677,5049,0,0,2013,0,98001
1.5,3,3,20140815T000000,3,8,2767601750,47.674,-122.387,500000,1220,0,1220,1510,962,2501,0,0,2014,0,98107
2.75,3,3,20150324T000000,2,9,7853350220,47.5439,-121.862,605000,2450,0,2450,3200,5750,8036,0,0,2013,0,98065
3.25,3,3,20140516T000000,3,8,6163900628,47.7563,-122.316,379950,1860,0,1860,1830,1787,1787,0,0,2007,0,98155
2.5,3,3,20150323T000000,3,7,1689401526,47.6327,-122.346,605000,1110,390,1500,1500,1119,1057,2,0,2008,0,98109
1.75,2,3,20150501T000000,3,9,8725950360,47.6215,-122.2,720000,1570,0,1570,1940,1108,1160,0,0,2007,0,98004
2,3,3,20141103T000000,2,9,9826700697,47.602,-122.311,549900,1040,240,1280,1280,960,1173,0,0,2014,0,98122
2.5,3,3,20150121T000000,2,8,9578500180,47.2956,-122.35,427000,3192,0,3192,3000,5653,5134,0,0,2014,0,98023
2.5,3,3,20141028T000000,3,8,9826700707,47.6022,-122.311,492000,1420,270,1690,1280,1479,1253,0,0,2005,0,98122
2.5,2,3,20140505T000000,2,8,8138870530,47.5441,-122.013,419190,1590,0,1590,1590,1426,1426,0,0,2014,0,98029
2.5,3,3,20141112T000000,2,9,4188300180,47.7745,-122.225,650000,2870,0,2870,2870,7288,5998,0,0,2012,0,98011
2.5,4,3,20141124T000000,2,8,5416510530,47.3607,-122.038,379950,2580,0,2580,2570,4818,5386,0,0,2005,0,98038
2.75,4,3,20140728T000000,2,8,4181200540,47.366,-122.308,269800,1830,0,1830,1813,3420,3420,0,0,2012,0,98198
2.5,4,3,20140813T000000,2,7,2222059154,47.3737,-122.16,407000,2927,0,2927,2533,6000,6000,0,0,2011,0,98042
1.5,3,3,20150415T000000,3,8,8032700072,47.6536,-122.341,580000,1320,0,1320,1560,1250,1694,0,0,2008,0,98103
2.5,3,3,20150116T000000,2,7,7203140220,47.6861,-122.013,389700,1720,0,1720,1720,3581,3600,0,0,2011,0,98053
1,2,3,20150311T000000,1,6,1278000210,47.2655,-122.244,110000,828,0,828,828,4524,5402,0,0,1968,2007,98001
1.5,3,3,20140731T000000,2,9,6058600220,47.5951,-122.301,230000,900,140,1040,1350,1264,3000,0,0,2015,0,98144
2.75,4,3,20140829T000000,2,8,1442880610,47.4838,-121.773,533380,2790,0,2790,2790,6685,6444,0,0,2014,0,98045
2.5,3,3,20140918T000000,2,7,3679400484,47.5683,-122.314,295500,960,450,1410,1410,1332,1343,0,0,2014,0,98108
4.5,4,3,20141007T000000,2,9,3825310180,47.7067,-122.131,860000,3220,820,4040,3940,8400,8400,0,0,2006,0,98052
3.5,4,3,20140708T000000,2,9,3630220180,47.5519,-122.001,812000,2750,620,3370,3200,3634,3650,0,0,2007,0,98029
2.5,3,3,20140605T000000,2,7,3336500180,47.5298,-122.268,324500,1660,0,1660,1670,3990,4050,0,0,2009,0,98118
1.75,2,3,20150326T000000,1,6,2781270530,47.3494,-122.022,193000,910,0,910,1310,2550,2550,0,0,2004,0,98038
2.25,3,3,20140522T000000,3,8,0993001563,47.6914,-122.343,355000,1280,0,1280,1130,959,1126,0,0,2005,0,98103
2.75,4,3,20140614T000000,2,8,9578060540,47.7737,-122.235,525000,2360,0,2360,2360,4924,4670,0,0,2008,0,98028
2.5,3,3,20150227T000000,2,7,2222059052,47.3738,-122.161,370950,2529,0,2529,2533,9653,6125,0,0,2012,0,98042
3.5,4,3,20141107T000000,1,11,1239400650,47.6728,-122.189,1.242e+006,2660,2040,4700,3770,10183,9000,2,0,2002,0,98033
2.5,3,3,20150504T000000,1,10,8835800450,47.4496,-121.766,950000,2780,0,2780,1680,275033,16340,0,0,2006,0,98045
2.75,4,3,20140918T000000,2,9,0293070120,47.6181,-122.056,888990,3540,0,3540,3540,5500,5500,0,0,2014,0,98074
2.5,3,3,20150319T000000,2,8,1176001117,47.6688,-122.402,705000,1080,500,1580,1530,1321,1357,2,0,2014,0,98107
2.5,3,3,20140826T000000,2,7,7889601165,47.4914,-122.334,268000,1700,0,1700,1520,2250,4500,0,0,2014,0,98168
2.5,3,3,20140507T000000,2,7,7227801581,47.507,-122.181,305450,1600,0,1600,1500,3573,11089,0,0,2013,0,98056
1.75,2,3,20140703T000000,1.5,9,9895000040,47.5446,-122.018,399900,900,510,1410,1440,1005,1188,0,0,2011,0,98027
1.5,3,3,20141229T000000,3,8,9528102993,47.6765,-122.32,495000,1580,0,1580,1580,1228,3605,0,0,2014,0,98115
3.5,3,3,20141104T000000,2,10,3746700120,47.438,-122.344,857326,3940,0,3940,2015,11632,11632,0,0,2014,0,98166
2.75,5,3,20140911T000000,2,9,0745530040,47.7336,-122.21,845950,3650,800,4450,4000,9600,9750,0,0,2014,0,98011
2.5,4,3,20140610T000000,2,8,7299600180,47.2577,-122.198,303210,2009,0,2009,2009,5000,5182,0,0,2014,0,98092
5,6,3,20141015T000000,2,7,2149800278,47.3045,-122.211,343000,2732,0,2732,3078,7655,69993,0,0,2009,0,98002
2.5,3,3,20140716T000000,2,7,2517000650,47.3992,-122.163,300000,2090,0,2090,2190,4590,4060,0,0,2005,0,98042
2.5,2,3,20141122T000000,3,8,6021503708,47.6844,-122.387,334900,980,0,980,980,1013,1023,0,0,2008,0,98117
3.5,5,3,20150416T000000,2,9,8559300120,47.4299,-122.207,477500,2815,0,2815,2583,5619,5295,0,0,2012,0,98055
2.5,4,3,20140618T000000,2,9,3305100230,47.6854,-122.184,820000,3170,0,3170,3230,8523,8523,0,0,2008,0,98033
3.25,5,3,20140805T000000,2,8,2135200155,47.553,-122.354,580000,2150,880,3030,2020,7410,7410,0,0,2014,0,98106
2.5,2,3,20140722T000000,2,8,2919700109,47.6904,-122.364,350000,1060,220,1280,1290,940,2900,0,0,2006,0,98103
2.5,3,3,20150226T000000,3,9,8725950220,47.6213,-122.2,910000,1970,60,2030,1950,1160,1160,0,0,2007,0,98004
2.5,3,3,20140626T000000,2.5,8,1776230220,47.5051,-122.155,414000,2490,0,2490,2640,4540,3844,0,0,2012,0,98059
2.5,3,3,20150330T000000,2,8,9211010230,47.4944,-122.15,525000,3030,0,3030,3030,4500,4501,0,0,2009,0,98059
2.5,2,3,20150409T000000,3,8,1972201772,47.6523,-122.346,650000,1470,0,1470,1480,690,1284,3,0,2008,0,98103
2.25,3,3,20141210T000000,2.5,8,9268851320,47.5394,-122.027,450000,1540,80,1620,1620,997,1068,0,0,2012,0,98027
3,4,3,20140516T000000,2,9,1424059154,47.5655,-122.129,1.27e+006,3570,1950,5520,3770,8313,8278,3,0,2008,0,98006
3.5,3,3,20150412T000000,2,10,0626059365,47.7636,-122.216,699000,3200,0,3200,2550,10344,20152,0,0,2007,0,98011
2.5,4,3,20140723T000000,2,8,3885802136,47.6853,-122.21,899000,2580,0,2580,1700,3943,5772,0,0,2013,0,98033
3,4,3,20140808T000000,2,8,7967000150,47.3523,-122.275,353500,2050,0,2050,2050,4000,4000,0,0,2014,0,98001
2.5,3,3,20140908T000000,2,7,7853360720,47.5162,-121.872,485000,2430,0,2430,2620,5867,5866,0,0,2011,0,98065
3.25,4,3,20140626T000000,2,10,8562790150,47.5311,-122.073,782900,2300,760,3060,2920,3898,3448,0,0,2014,0,98027
2,2,3,20150428T000000,2,8,1226039124,47.7628,-122.359,529000,1540,0,1540,1840,9714,8179,0,0,2008,0,98177
3.25,3,3,20150416T000000,2,8,2767704251,47.6744,-122.374,514700,1060,250,1310,1160,1072,1266,0,0,2008,0,98107
2.5,3,3,20140520T000000,2,8,3862710210,47.5342,-121.841,409316,1800,0,1800,1800,3168,3393,0,0,2014,0,98065
2.5,3,3,20150506T000000,2,8,0255460330,47.3699,-122.019,388598,2370,0,2370,2370,4200,4370,0,0,2014,0,98038
2.25,3,3,20150227T000000,2,7,0291310610,47.5341,-122.069,415000,1300,145,1445,1445,1512,1082,0,0,2004,0,98027
2.25,3,3,20150407T000000,2,8,9126101121,47.6076,-122.304,521500,1140,310,1450,1580,1619,3472,0,0,2006,0,98122
2.5,3,3,20140820T000000,3,8,9274200322,47.5891,-122.387,580000,1740,0,1740,1740,1236,1280,2,0,2008,0,98116
2.5,4,3,20140630T000000,3,8,6666830230,47.7047,-122.113,882566,3560,0,3560,3220,5265,4892,0,0,2014,0,98052
2.75,3,3,20150408T000000,2,9,1604601803,47.5661,-122.29,525000,1080,1050,2130,1880,1400,3132,0,0,2010,0,98118
2.75,5,3,20141201T000000,2,9,7702080150,47.7698,-122.235,515000,2980,0,2980,2850,4502,4501,0,0,2007,0,98028
3,3,3,20140926T000000,2,9,7853400220,47.5165,-121.883,589410,2840,0,2840,2540,7201,5260,0,0,2014,0,98065
2.5,4,3,20150324T000000,2,9,3895100039,47.6777,-122.156,757500,3420,0,3420,2800,6845,5715,0,0,2009,0,98052
2.5,3,3,20141002T000000,2,7,7697000150,47.3595,-122.045,284000,1660,0,1660,1800,4083,4087,0,0,2013,0,98038
2.25,2,3,20150328T000000,2,7,8562780530,47.5323,-122.071,338500,1150,0,1150,1150,711,748,0,0,2013,0,98027
2.25,3,3,20140613T000000,2,7,0291310180,47.5344,-122.068,379500,1290,120,1410,1490,1287,1435,0,0,2005,0,98027
2,3,3,20140723T000000,2.5,9,1972205633,47.6472,-122.357,550000,1340,80,1420,1540,1369,2168,0,0,2007,0,98109
2.5,3,3,20140902T000000,2,8,3023000120,47.3557,-122.059,294900,1860,0,1860,2000,5025,5550,0,0,2010,0,98038
1.5,2,3,20140609T000000,2,8,7548301056,47.588,-122.305,345000,1120,220,1340,1340,1210,1213,0,0,2008,0,98144
1.5,2,3,20150209T000000,2,8,9826701201,47.602,-122.306,450000,1200,330,1530,1530,1012,1425,0,0,2005,0,98122
2.5,3,3,20150415T000000,3,8,6300500476,47.7049,-122.34,420000,1509,0,1509,1509,1114,2431,0,0,2014,0,98133
2.5,3,3,20150402T000000,2,8,2597490410,47.543,-122.01,740000,2350,0,2350,2020,3798,3532,0,0,2013,0,98029
1.5,2,3,20150220T000000,3,7,3448001411,47.7124,-122.301,286000,1010,0,1010,1128,825,1080,0,0,2007,0,98125
3.5,5,3,20150317T000000,2,9,0745530180,47.7339,-122.209,870000,3580,915,4495,4495,10079,10079,0,0,2013,0,98011
2.5,3,3,20141114T000000,3,9,3879900753,47.6276,-122.359,727000,1580,0,1580,1610,991,1297,0,0,2009,0,98119
3,4,3,20150204T000000,2,9,2781230230,47.3479,-122.028,395000,2750,0,2750,2750,7965,6000,0,0,2012,0,98038
2.25,4,3,20140805T000000,2,7,3629990180,47.5493,-121.999,535000,1890,0,1890,1630,3615,3280,0,0,2005,0,98029
2.25,3,3,20141229T000000,2,7,9352900222,47.5199,-122.357,255000,1040,280,1320,1300,963,1285,0,0,2007,0,98106
2.5,4,3,20141015T000000,2,8,7338220120,47.3363,-122.217,260000,2150,0,2150,2150,3721,3721,0,0,2006,0,98002
2.5,4,3,20140910T000000,2,9,0325059287,47.6761,-122.152,810000,3340,0,3340,1560,8384,9429,0,0,2014,0,98052
2.5,3,3,20141201T000000,2,7,7203140360,47.6871,-122.014,359782,1850,0,1850,1850,3400,3400,0,0,2010,0,98053
2.5,2,3,20150320T000000,2,9,6056110150,47.5622,-122.292,500000,1500,450,1950,1800,2162,2457,0,0,2012,0,98118
3.25,5,3,20141027T000000,2,9,7203230040,47.6901,-122.018,1.04999e+006,4240,0,4240,4080,9588,8425,0,0,2014,0,98053
3.5,4,3,20150225T000000,2,11,8121100155,47.5685,-122.286,810000,1920,780,2700,1430,2868,3858,0,0,2006,0,98118
4,5,3,20150206T000000,2,8,7853370620,47.5189,-121.876,605000,2280,760,3040,3070,6000,5558,0,0,2011,0,98065
2.5,4,3,20150317T000000,2,8,6400700264,47.6684,-122.175,730000,2460,0,2460,1850,7930,9000,0,0,2005,0,98033
2.5,4,3,20150317T000000,2,7,1760650880,47.359,-122.082,327000,2110,0,2110,1950,3825,3825,0,0,2013,0,98042
1,2,3,20141110T000000,2,7,0567000382,47.5924,-122.295,370000,780,0,780,1130,1133,1270,0,0,2009,0,98144
3.5,5,3,20140625T000000,2,7,7852100150,47.5298,-121.879,459000,2640,0,2640,2640,6895,5267,0,0,2001,0,98065
4,5,3,20141113T000000,2,11,6447300365,47.6102,-122.225,2.9e+006,5190,0,5190,3840,14600,19250,1,0,2013,0,98039
2.5,4,3,20141210T000000,2,8,2622059197,47.372,-122.13,365000,2420,0,2420,2440,8404,4822,0,0,2013,0,98042
2.5,4,3,20141226T000000,2,7,1389600040,47.2679,-122.255,255000,1987,0,1987,1880,6000,9589,0,0,2011,0,98001
1,1,3,20140717T000000,1,6,9276200220,47.5811,-122.389,375000,720,0,720,1140,3166,6250,0,0,1920,0,98116
1.5,2,3,20141002T000000,2,8,7904700032,47.5638,-122.388,375000,1000,130,1130,1500,912,1474,0,0,2006,0,98116
2.5,4,3,20140722T000000,2,9,3744000040,47.3552,-122.023,518380,2810,0,2810,2980,4500,5046,0,0,2014,0,98038
3.25,3,3,20140721T000000,2,8,1773100604,47.5592,-122.362,346000,1150,350,1500,1500,1442,1533,0,0,2007,0,98106
2,4,3,20150223T000000,3,7,9268850360,47.5393,-122.026,302059,1390,0,1390,1390,745,942,0,0,2008,0,98027
2.5,4,3,20140519T000000,2,9,7853420450,47.5185,-121.885,575000,2500,0,2500,2760,4945,6000,0,0,2013,0,98065
3.5,4,3,20140723T000000,2,9,8956200770,47.2931,-122.264,549950,3906,0,3906,2673,9674,6500,2,0,2014,0,98001
6,5,3,20150219T000000,2,12,2424059170,47.5451,-122.114,900000,5480,1640,7120,3440,40806,36859,4,0,2007,0,98006
2.5,3,3,20140711T000000,2,8,1934800133,47.6033,-122.309,397500,930,540,1470,1510,1256,1797,0,0,2006,0,98122
3.5,5,3,20141121T000000,2,10,5556300109,47.6467,-122.118,1.075e+006,3230,0,3230,3230,7560,8580,0,0,2007,0,98052
2.5,3,3,20150422T000000,2,9,2326600150,47.5618,-122.027,775900,2700,0,2700,3270,5764,14700,0,0,2014,0,98075
2.5,4,3,20150508T000000,2,8,3751600409,47.2949,-122.27,510000,4073,0,4073,1780,17334,9625,0,0,2008,0,98001
2.5,4,3,20140829T000000,2,9,3814900210,47.3269,-122.165,471275,3361,0,3361,2316,5038,4105,0,0,2014,0,98092
2.25,4,3,20140911T000000,2,7,9542840730,47.3669,-122.02,288000,1610,0,1610,1760,3560,3692,0,0,2010,0,98038
3.5,4,3,20141016T000000,2,9,2937300540,47.7049,-122.126,989990,3830,0,3830,3640,7150,6055,0,0,2014,0,98052
3.25,3,3,20140612T000000,2,7,7549800543,47.5537,-122.313,300000,1180,290,1470,1470,1235,1243,0,0,2008,0,98108
3,5,3,20140623T000000,1,9,4058800439,47.509,-122.24,664950,1890,1300,3190,2270,7081,7623,2,0,2013,0,98178
3.25,4,3,20140716T000000,2,9,7853430180,47.5178,-121.887,699188,3250,0,3250,3250,5478,5482,0,0,2014,0,98065
2.25,3,3,20150303T000000,2,7,0982850120,47.7607,-122.233,390000,1490,0,1490,1750,4539,4667,0,0,2009,0,98028
2.75,5,3,20150321T000000,2,8,9476010120,47.5977,-122.008,670000,2900,0,2900,2900,5155,6176,0,0,2008,0,98075
2.5,4,3,20140709T000000,2,9,0005200087,47.5423,-122.302,487000,2540,0,2540,2360,5001,6834,0,0,2005,0,98108
2.75,5,3,20140723T000000,2,9,7308600040,47.7757,-122.173,769995,3360,0,3360,3360,12080,9724,0,0,2014,0,98011
1.25,2,3,20140508T000000,2,7,1498301048,47.5842,-122.314,321950,860,0,860,1280,1277,1265,0,0,2007,0,98144
2.5,4,3,20150427T000000,2,9,2738630040,47.773,-122.16,613500,3020,0,3020,3240,6068,5757,0,0,2006,0,98072
2.5,3,3,20140806T000000,3,7,6300500081,47.7034,-122.344,300000,1330,0,1330,1330,1200,1206,0,0,2002,0,98133
2.5,4,3,20141125T000000,2,9,3845100620,47.2603,-122.194,400950,2578,0,2578,2647,4554,4554,0,0,2014,0,98092
2.5,4,3,20140918T000000,2,8,0255450040,47.371,-122.017,389517,2640,0,2640,2370,4725,4725,0,0,2014,0,98038
1.75,3,3,20140821T000000,2,7,0880000211,47.5261,-122.361,255000,810,450,1260,1260,1133,1172,0,0,2011,0,98106
2.5,3,3,20150220T000000,3,9,2163900081,47.6271,-122.324,1.08e+006,1990,0,1990,1990,1891,3600,0,0,2012,0,98102
3.25,5,3,20141121T000000,2,9,7853370440,47.5193,-121.877,637850,2500,840,3340,3220,4900,5200,2,0,2014,0,98065
2.5,4,3,20140828T000000,2,9,3448900290,47.5135,-122.169,636230,2840,0,2840,2790,6284,7168,0,0,2013,0,98056
2.5,3,3,20141216T000000,3,8,0263000006,47.6993,-122.346,375000,1530,0,1530,1530,1131,1445,0,0,2009,0,98103
2.5,3,3,20140604T000000,3,8,1972200882,47.6539,-122.351,586500,1600,180,1780,1780,1487,1300,0,0,2006,0,98107
2.5,4,3,20150120T000000,2,8,7853270630,47.5451,-121.882,544000,1930,410,2340,2950,6973,6908,0,0,2005,0,98065
2.5,4,3,20140806T000000,2,7,7852130430,47.5353,-121.879,425000,2390,0,2390,2520,5021,5333,0,0,2002,0,98065
2.5,4,3,20150311T000000,2,8,7383450250,47.3595,-122.042,374950,2090,0,2090,2160,3777,3993,0,0,2012,0,98038
1,3,4,20150312T000000,1,7,3449000010,47.5022,-122.144,294570,1140,0,1140,1400,8400,9000,0,0,1960,0,98059
2.5,3,3,20141013T000000,2,7,2690100170,47.4873,-122.166,300000,1670,290,1960,1980,1477,1467,0,0,2012,0,98059
3.5,5,3,20140910T000000,2,8,9578500920,47.2962,-122.35,395950,2738,0,2738,2738,6031,5201,0,0,2014,0,98023
2.5,4,3,20140718T000000,2,8,8562900430,47.6122,-122.059,800000,3691,0,3691,3190,11088,11270,1,0,2013,0,98074
2.5,3,3,20140730T000000,2,8,1442880380,47.4832,-121.772,439990,2340,0,2340,2790,5171,5684,0,0,2013,0,98045
3.5,4,3,20141106T000000,2,8,3204930170,47.7002,-122.103,680000,1990,520,2510,2560,3763,3820,0,0,2013,0,98052
3,6,3,20150318T000000,2,8,4449800480,47.6892,-122.389,677790,2800,0,2800,1440,4213,3960,0,0,1998,0,98117
2.5,3,3,20150501T000000,2,8,3862710010,47.5336,-121.841,424950,1650,0,1650,1800,4777,3331,0,0,2013,0,98065
2.25,2,3,20150331T000000,2,7,0301402280,47.346,-122.218,223990,1061,0,1061,1481,2884,2887,0,0,2013,0,98002
2.5,4,3,20150513T000000,2,10,2867300170,47.3009,-122.385,498000,2846,556,3402,3402,14355,8487,0,0,2014,0,98023
2.5,4,3,20141031T000000,2,8,5635100080,47.3751,-122.188,359950,2542,0,2542,2419,6120,8984,0,0,2014,0,98030
2.5,3,3,20140515T000000,2,9,1624079024,47.572,-121.926,720000,3150,0,3150,2410,151588,208652,0,0,2007,0,98024
2.5,4,3,20141112T000000,2,8,9211010840,47.4987,-122.147,530000,3010,0,3010,3250,9000,5531,0,0,2008,0,98059
2.5,3,3,20141007T000000,2,7,7697000020,47.3588,-122.044,295000,1660,0,1660,1810,4898,4462,0,0,2011,0,98038
2.5,3,3,20141021T000000,2,7,3832050130,47.3358,-122.051,255500,1770,0,1770,2230,5000,5200,0,0,2009,0,98042
3,3,3,20140521T000000,2,9,3630240020,47.5445,-122.014,556000,1600,360,1960,2080,1168,1423,0,0,2007,0,98027
2.5,4,3,20140710T000000,2,7,1389600080,47.2676,-122.256,277950,1889,0,1889,1990,6000,6350,0,0,2012,0,98001
2.5,4,3,20150408T000000,2,9,2781230080,47.3473,-122.03,431000,3040,0,3040,2640,6000,6000,0,0,2007,0,98038
2.75,4,3,20141117T000000,2,9,7203100660,47.6962,-122.023,780000,3420,0,3420,3450,6787,6137,0,0,2010,0,98053
3.25,3,3,20141014T000000,2,8,1806900502,47.6201,-122.309,649000,1030,690,1720,1720,936,1527,0,0,2004,0,98112
2.5,3,3,20140714T000000,2,7,3022800010,47.744,-122.181,447000,1740,0,1740,1920,3043,2869,0,0,2012,0,98011
2.5,4,3,20140505T000000,2,8,6666830250,47.7048,-122.113,712198,2450,0,2450,2970,4247,4685,0,0,2013,0,98052
1.5,3,3,20140815T000000,2,8,7242800020,47.6781,-122.117,277140,920,270,1190,2820,785,5626,0,0,2014,0,98052
2.5,4,3,20140528T000000,2,10,2867300190,47.3011,-122.385,363000,3336,417,3753,3494,7204,9375,0,0,2008,0,98023
3.5,5,3,20150202T000000,2,9,8564860130,47.4765,-121.734,598992,3440,0,3440,3270,6037,6037,0,0,2014,0,98045
2.5,3,3,20141211T000000,3,8,2770603522,47.6515,-122.375,585000,1830,330,2160,1870,1250,2825,0,0,2010,0,98119
2.75,4,3,20140731T000000,2,10,9544200422,47.6506,-122.195,1.27495e+006,3820,0,3820,2330,8850,12000,0,0,2014,0,98033
2,2,3,20150212T000000,2,7,4253400104,47.5788,-122.315,380950,840,280,1120,1130,1039,5400,0,0,2007,0,98144
2.5,4,3,20140708T000000,2,8,1085622890,47.3413,-122.18,333490,2250,0,2250,2156,3916,3920,0,0,2014,0,98003
3.25,3,3,20140604T000000,2,8,9268851630,47.5397,-122.027,520000,1540,0,1540,1620,1487,1104,0,0,2011,0,98027
2.25,2,3,20141007T000000,2,7,8562780190,47.5321,-122.073,315000,1150,90,1240,1240,705,750,0,0,2009,0,98027
1.5,2,3,20150331T000000,2,8,2767600686,47.6754,-122.375,487000,1020,140,1160,1210,1118,1118,0,0,2007,0,98117
3.5,5,3,20140808T000000,2.5,8,7207900080,47.5049,-122.17,424950,2760,0,2760,2590,3865,4587,0,0,2013,0,98056
